route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,weelchair
100100395:395,442,395,Antony - Clamart Georges Pompidou,,3,,006cb8,ffffff,non
100100396:396,442,396,La Croix de Berny - Thiais Belle Epine Sud,,3,,cec92a,000000,non
100100399:399,442,399,Massy-Palaiseau - Juvisy,,3,,87d3df,000000,oui
100100421:421,442,421,Gare de Vaires-Torcy - Emerainville-Pontault-Combault,,3,,008b5a,ffffff,non
100100426:426,442,426,Pont de sèvres - La Celle Saint-Cloud Gare SNCF,,3,,8d653a,ffffff,non
100100459:459,442,459,Gare de St-Cloud - Rueil Henri Régnault,,3,,ed1b2a,ffffff,non
100100467:467,442,467,Pont de Sèvres - Rueil-Malmaison,,3,,9b983a,ffffff,oui
100100471:471,442,471,Les Coteaux - Gare de Versailles Rive Droite,,3,,006cb8,ffffff,non
100100485:485,442,485,Juvisy - Athis-Mons Centre Commercial,,3,,f68f4b,000000,non
100100486:486,442,486,Juvisy - Paray-Vieille-Poste Mairie - Athis-Mons Centre Commercial Rigolet,,3,,008b5a,ffffff,non
100100487:487,442,487,Juvisy - Athis-Mons Place Henri Deudon - Athis-Mons Centre Commercial / Athis-Mons Les Oiseaux,,3,,ffcd02,000000,non
